Notes,County,County Code,Year,Year Code,Month,Month Code,MCD_Drug_Cause,MCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Month_Date
,"Jackson County, MO",29095.0,2024,2024.0,8,2024/08,All other non-drug and non-alcohol causes,O9,576.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-08-01
,"Jackson County, MO",29095.0,2024,2024.0,9,2024/09,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-09-01
,"Jackson County, MO",29095.0,2024,2024.0,9,2024/09,All other drug-induced causes,D9,93.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-09-01
,"Jackson County, MO",29095.0,2024,2024.0,9,2024/09,All other alcohol-induced causes,A9,20.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-09-01
,"Jackson County, MO",29095.0,2024,2024.0,9,2024/09,All other non-drug and non-alcohol causes,O9,581.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-09-01
,"Jackson County, MO",29095.0,2024,2024.0,10,2024/10,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-10-01
,"Jackson County, MO",29095.0,2024,2024.0,10,2024/10,All other drug-induced causes,D9,109.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-10-01
,"Jackson County, MO",29095.0,2024,2024.0,10,2024/10,All other alcohol-induced causes,A9,24.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-10-01
,"Jackson County, MO",29095.0,2024,2024.0,10,2024/10,All other non-drug and non-alcohol causes,O9,583.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-10-01
,"Jackson County, MO",29095.0,2024,2024.0,11,2024/11,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-11-01
,"Jackson County, MO",29095.0,2024,2024.0,11,2024/11,All other drug-induced causes,D9,101.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-11-01
,"Jackson County, MO",29095.0,2024,2024.0,11,2024/11,All other alcohol-induced causes,A9,23.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-11-01
,"Jackson County, MO",29095.0,2024,2024.0,11,2024/11,All other non-drug and non-alcohol causes,O9,522.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-11-01
,"Jackson County, MO",29095.0,2024,2024.0,12,2024/12,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-12-01
,"Jackson County, MO",29095.0,2024,2024.0,12,2024/12,All other drug-induced causes,D9,114.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-12-01
,"Jackson County, MO",29095.0,2024,2024.0,12,2024/12,All other alcohol-induced causes,A9,16.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-12-01
,"Jackson County, MO",29095.0,2024,2024.0,12,2024/12,All other non-drug and non-alcohol causes,O9,595.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2024-12-01
