"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Jackson County, MO"	"29095"	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2023"	"2023"	"Dec., 2023"	"2023/12"	"All other drug-induced causes"	"D9"	121	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2023"	"2023"	"Dec., 2023"	"2023/12"	"All other alcohol-induced causes"	"A9"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2023"	"2023"	"Dec., 2023"	"2023/12"	"All other non-drug and non-alcohol causes"	"O9"	656	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jan., 2024 "	"2024/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jan., 2024 "	"2024/01"	"All other drug-induced causes"	"D9"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jan., 2024 "	"2024/01"	"All other alcohol-induced causes"	"A9"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jan., 2024 "	"2024/01"	"All other non-drug and non-alcohol causes"	"O9"	663	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Feb., 2024 "	"2024/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Feb., 2024 "	"2024/02"	"All other drug-induced causes"	"D9"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Feb., 2024 "	"2024/02"	"All other alcohol-induced causes"	"A9"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Feb., 2024 "	"2024/02"	"All other non-drug and non-alcohol causes"	"O9"	613	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Mar., 2024 "	"2024/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Mar., 2024 "	"2024/03"	"All other drug-induced causes"	"D9"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Mar., 2024 "	"2024/03"	"All other alcohol-induced causes"	"A9"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Mar., 2024 "	"2024/03"	"All other non-drug and non-alcohol causes"	"O9"	587	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Apr., 2024 "	"2024/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Apr., 2024 "	"2024/04"	"All other drug-induced causes"	"D9"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Apr., 2024 "	"2024/04"	"All other alcohol-induced causes"	"A9"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Apr., 2024 "	"2024/04"	"All other non-drug and non-alcohol causes"	"O9"	553	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"May, 2024 "	"2024/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"May, 2024 "	"2024/05"	"All other drug-induced causes"	"D9"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"May, 2024 "	"2024/05"	"All other alcohol-induced causes"	"A9"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"May, 2024 "	"2024/05"	"All other non-drug and non-alcohol causes"	"O9"	572	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jun., 2024 "	"2024/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jun., 2024 "	"2024/06"	"All other drug-induced causes"	"D9"	87	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jun., 2024 "	"2024/06"	"All other alcohol-induced causes"	"A9"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jun., 2024 "	"2024/06"	"All other non-drug and non-alcohol causes"	"O9"	557	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jul., 2024 "	"2024/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jul., 2024 "	"2024/07"	"All other drug-induced causes"	"D9"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jul., 2024 "	"2024/07"	"All other alcohol-induced causes"	"A9"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Jul., 2024 "	"2024/07"	"All other non-drug and non-alcohol causes"	"O9"	599	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Aug., 2024 "	"2024/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Aug., 2024 "	"2024/08"	"All other drug-induced causes"	"D9"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Aug., 2024 "	"2024/08"	"All other alcohol-induced causes"	"A9"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Aug., 2024 "	"2024/08"	"All other non-drug and non-alcohol causes"	"O9"	576	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Sep., 2024 "	"2024/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Sep., 2024 "	"2024/09"	"All other drug-induced causes"	"D9"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Sep., 2024 "	"2024/09"	"All other alcohol-induced causes"	"A9"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Sep., 2024 "	"2024/09"	"All other non-drug and non-alcohol causes"	"O9"	581	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Oct., 2024 "	"2024/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Oct., 2024 "	"2024/10"	"All other drug-induced causes"	"D9"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Oct., 2024 "	"2024/10"	"All other alcohol-induced causes"	"A9"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Oct., 2024 "	"2024/10"	"All other non-drug and non-alcohol causes"	"O9"	583	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Nov., 2024 "	"2024/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Nov., 2024 "	"2024/11"	"All other drug-induced causes"	"D9"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Nov., 2024 "	"2024/11"	"All other alcohol-induced causes"	"A9"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Nov., 2024 "	"2024/11"	"All other non-drug and non-alcohol causes"	"O9"	522	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Dec., 2024 "	"2024/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Dec., 2024 "	"2024/12"	"All other drug-induced causes"	"D9"	114	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Dec., 2024 "	"2024/12"	"All other alcohol-induced causes"	"A9"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2024 "	"2024"	"Dec., 2024 "	"2024/12"	"All other non-drug and non-alcohol causes"	"O9"	595	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"States: Jackson County, MO (29095)"
"Group By: County; Year; Month; MCD - Drug/Alcohol Induced Cause"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Apr 4, 2026 5:45:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Apr 4, 2026 5:45:34 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Education, Industry, Usual Occupation,"
"Weekday or Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Confidence-Intervals."
"4. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
